"","postcode_clean","Respondents","1. Do you give your consent to take part in this study?","2. What is your current age in years?","3. What is your gender?","4. Do you currently live in the UK?","5. What are the first 3 digits of your postcode? (e.g., HU5, YO1).","6. Please click the item that best describes the neighbourhood you live in:","7. Are you a member of an environmental charity or community group? (i.e., RSPB, ""Friends of"" group)","8. Do you participate in any form of nature recording? (e.g., via apps iNaturalist, Seek, Merlin or as an amateur naturalist)","9.1. 1. I always find beauty in nature.","9.2. 2. I always treat nature with respect.","9.3. 3. Being in nature makes me very happy.","9.4. 4. Spending time in nature is very important to me.","9.5. 5. I find being in nature really amazing.","9.6. 6. I feel part of nature.","10. How often do you visit blue spaces?","10.1. Rivers, canals and dykes","10.2. Park lakes","10.3. Coastal areas","10.4. Estuaries","10.5. Marinas","11. Have you heard of the term ""rewilding""?","12.1. Cities should have more blue spaces","12.2. Blue spaces are important for nature","12.3. Blue spaces in the UK are in poor condition","12.4. Blue spaces are important for my health and wellbeing","12.5. We should “rewild” UK blue spaces","13. Do you carry out any of these activities around blue spaces?","14. In three words describe a blue space in your local area","15. In three words describe a ""wild"" blue space in your local area","16. What wildlife have you seen around blue spaces?","17. What types of wildlife would you like to see more of?","18. Would you consider providing a blue space (e.g., large nature pond or mini bucket pond) in your garden, allotment or other available outdoor space?","19. How would you improve blue spaces for people and nature?","Start Date","Completion Date","X","Y","fid","postcode","positional","country_co","nhs_region","nhs_ha_cod","admin_coun","admin_dist","admin_ward"
"34","HU1","Respondent 247","I give consent to take part in this study",27,"Female","Yes","HU1","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Once a year","Monthly","Weekly","Monthly","Yes","Agree","Agree","Partially agree","Agree","Partially agree","Exercise (e.g., walking, kayaking, swimming)","tidal estuary","estuary nature preserve","deer, swans, graylag geese","more variety of shorebirds","I would if I had the space","increase awareness about conservation and importance","2025-05-23 11:19:04 UTC","2025-05-23 11:26:47 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"35","HU1","Respondent 63","I give consent to take part in this study",22,"Male","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","2","2","1. completely Agree","1. completely Agree","4",NA,"Weekly","Monthly","Every 6 months","Once a year","Once a year","Yes","Agree","Strongly agree","Partially agree","Agree","Neutral","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Full of life","Full of life","Locally over 100 bird species in a single patch of land","Water-based mammals","I would if I had the space","More information on things you shouldn't do in those spaces","2025-04-12 21:14:45 UTC","2025-04-12 21:21:08 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"36","HU1","Respondent 205","I give consent to take part in this study",61,"Female","Yes","Hu1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Weekly","Monthly","Weekly","Monthly","Every 6 months","Yes","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Rock pooling","Not really visible","Wildlife poor unkempt","Pheasants, ducks, buzzards","Insects, spiders, water voles, fish, amphibians specific to habitat available","I already do","Community groups to adopt and care for wild areas","2025-05-21 15:31:35 UTC","2025-05-21 15:38:28 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"37","HU1","Respondent 93","I give consent to take part in this study",49,"Female","Yes","HU1","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","2","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Every 6 months","Every 6 months","Every 6 months","Once a year","Every 6 months","Yes","Agree","Strongly agree","Partially agree","Partially agree","Strongly agree","I don't carry out any of these activities","Humber bridge area","River humber","Few birds","Everything","I already do","Not let land be built on","2025-04-15 18:51:20 UTC","2025-04-15 18:54:57 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"38","HU1","Respondent 22","I give consent to take part in this study",24,"Female","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Monthly","Every 6 months","Every 6 months","Weekly","Weekly","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming)","Sculpted calm industrial","Large movement wildlife","Birds such as various gulls, curlew, cormorants, ducks and pigeons. Less frequently seen are fish, eels and foxes.","Smaller song birds and small mammals.","I would if I had the space","More accessible and integrated into everyday life e.g. can be seen along busy commuting routes. Encouragement of water based activities in nature such as cold water swimming, kayaking, water therapies etc. Removing litter from water way - this is the thing I see most frequently in all types of water ways.","2025-03-26 10:22:47 UTC","2025-03-26 10:31:34 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"39","HU1","Respondent 203","I give consent to take part in this study",63,"Female","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Every 6 months","Every 6 months","Weekly","Every 6 months","Every 6 months","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography,Feeding wildlife (e.g., ducks, fish)","Hornsea Mere","Hornsea Mere","Birds Ducks swans etc","Otters","I would if I had the space","Keeping it clean","2025-05-21 15:14:09 UTC","2025-05-21 15:23:09 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"40","HU1","Respondent 48","I give consent to take part in this study",31,"Male","Yes","hu1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Every 6 months","Once a year","Every 6 months","Every 6 months","Every 6 months","Yes","Strongly agree","Strongly agree","Agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","none around here","non-existant","birds, terrestrial mammals, insects","more native plant species, more butterflies, dragonflies, moths","I already do","make them more accessibleand available to the public","2025-04-08 11:47:59 UTC","2025-04-08 17:51:34 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"41","HU1","Respondent 97","I give consent to take part in this study",33,"Male","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Every 6 months","Every 6 months","Monthly","Every 6 months","Weekly","Yes","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography","Brown, dirty, unwelcoming","Calming, beautful,","Seabirds, dolphins","Marine mammals, seabirds","I would if I had the space","Regular maintenance and accessibility","2025-04-15 20:22:00 UTC","2025-04-15 20:25:17 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"42","HU1","Respondent 163","I give consent to take part in this study",51,"Male","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","3","1. completely Agree","1. completely Agree","1. completely Agree","4",NA,"Monthly","Once a year","Every 6 months","Every 6 months","Every 6 months","Yes","Agree","Agree","Agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","canal ducks fish","coastal puffins seals","Seals, fish, ducks, birds","dragonflies, newts, frogs","I would if I had the space","monitor them more closely to see what species they support","2025-04-22 14:58:58 UTC","2025-04-22 15:05:25 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"43","HU1","Respondent 199","I give consent to take part in this study",62,"Female","Yes","HU1","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Once a year","Weekly","Never","Weekly","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography","Hall Garth Park","The North Sea","Deer rabbits seals birds","Birds","I would if I had the space","Encourage youngsters to enjoy and look after the spaces","2025-05-21 12:22:35 UTC","2025-05-21 12:29:28 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"44","HU1","Respondent 296","I give consent to take part in this study",74,"Male","Yes","HU1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","2","2","2","1. completely Agree","2","3",NA,"Monthly","Every 6 months","Every 6 months","Every 6 months","Once a year","Yes","Agree","Agree","Agree","Agree","Partially agree","Nature watching,Dog walking,Photography,Pond dipping","a village pond","phragmites dominated pond","pond weeds, emergent vegetation,odonata and other aqautic insects, birds, grass snake, water vole, water shrew, terrapins, amphibians, fishpoins ve","water vole, water shrew, greater variety of emergent vegetation, net","I would if I had the space","improve water quality, build ponds with no inflow from steams or road run-offffold","2025-05-29 22:01:31 UTC","2025-05-29 22:17:10 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"45","HU1","Respondent 5","I give consent to take part in this study",59,"Female","Yes","HU1","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","2","2","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Every 6 months","Every 6 months","Monthly","Weekly","Monthly","Yes","Agree","Strongly agree","Neutral","Agree","Agree","I don't carry out any of these activities","Sorry I cant","Sorry I can’t","I have not","Birds","Maybe, I would consider providing a blue space with more information or assistance","Don’t know","2025-03-13 20:28:05 UTC","2025-03-13 20:31:39 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"46","HU1","Respondent 193","I give consent to take part in this study",21,"Female","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","2","2","3","3","4","4",NA,"Every 6 months","Every 6 months","Monthly","Never","Every 6 months","No","Strongly agree","Strongly agree","Partially agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","Calm, clean, busy","Calm, cold, wild","Lots of birds","Insects","I would if I had the space","Tidiness","2025-05-21 08:34:50 UTC","2025-05-21 08:41:16 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"47","HU1","Respondent 229","I give consent to take part in this study",73,"Male","Yes","HU1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Monthly","Weekly","Weekly","Every 6 months","Yes","Strongly agree","Strongly agree","Partially agree","Agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Fishing,Photography,Rock pooling","A mindful experience","A mindful experience","Deer,snake,otter,mink,migratory & indigenous birds","All as in 16","I would if I had the space","Free access","2025-05-22 16:41:55 UTC","2025-05-22 16:48:23 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"48","HU1","Respondent 20","I give consent to take part in this study",26,"Other","Yes","hu1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","2","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Once a year","Once a year","Once a year","Once a year","Once a year","Yes","Agree","Strongly agree","Agree","Partially agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","overcrowded scenic busy","expansive wild nature","fish and birds","everything","I would if I had the space","less people","2025-03-21 12:33:49 UTC","2025-03-21 12:40:37 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"49","HU1","Respondent 285","I give consent to take part in this study",69,"Male","Yes","Hu1","Rural (i.e., mostly countryside with few houses or buildings)","Yes","Yes","2","2","2","2","3","3",NA,"Weekly","Monthly","Monthly","Monthly","Monthly","Yes","Strongly agree","Strongly agree","Partially agree","Partially agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","East Park Lake","North cave wetlands","Mainly birds","All","I already do","Greater maintenance","2025-05-27 10:55:15 UTC","2025-05-27 10:59:35 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"50","HU1","Respondent 212","I give consent to take part in this study",64,"Female","Yes","Hu1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Weekly","Weekly","Every 6 months","Yes","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography,Pond dipping","Walking the wolds","The Ferriby woods","Birds deer insects rabbits","All wildlife","I already do","Get more children involved","2025-05-22 11:15:31 UTC","2025-05-22 11:21:00 UTC",510050,428808,668037,"HU1 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011541"
